idx,headline,summary,labels
3644,"in italy’s drought-hit vineyards, the harvest of a changing clim","some producers in barolo say this year’s heatwave will improve their wines. but others warn of a loss of balance, in the season and in the grapes.",1
3645,"in japan, ohtani is a special player but definitely not babe ruth","like the babe, ohtani can hit and pitch with distinction. but comparisons to the great yankees slugger do not seem to resonate in ohtani’s home country.",5
3646,"in kelly devine’s apartment, even the furniture has to audit","for the choreographer of “come from away” and “escape to margaritaville,” designing a home requires as much care as putting on a broadway show.",0
3647,"in kenya, election rerun challenges a young democraci","many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",5
3648,"in kenya, selling or importing plastic bags will cost you $19,000 — or jail",new rules that went into effect on monday forbid the use of plastic grocery bags and call for prison and steep fines for anyone manufacturing or importing them.,5
3649,"in kyrie irving’s revelation, a moment of reflect",irving’s request that he be traded so he can escape the long shadow of lebron james mirrors the bill parcells-bill belichick saga of the jets in 2000.,0
3650,"in lahore, pakistan, smog has become a ‘fifth season’","delhi’s pollution has made headlines in recent days, but experts say the air in pakistan’s second-largest city rivals the indian capital’s for toxicity.",5
3651,"in land of many rivalries, new one bubbles up: falafel vs. falafel","two brothers run competing shops, right next to each other. but their falafel rivalry, fierce as it is, is nothing compared to their sibling one.",5
3652,"in landlocked milan, try the fish","thanks to the presence of the country’s biggest and most important fish market, milan’s post-expo restaurant landscape serves the highest quality seafood.",5
3653,"in las vegas, concert security met a new threat: aerial assault","after sunday’s mass shootings, security professionals are stymied by the rise of attacks that target patrons from outside security lines.",7
3654,"in las vegas, we take care of peopl",but hospitality and prayers can do only so much to prevent another mass shooting.,7
3655,"in latin america, pence aims to soften ‘america first’ messag",the trump administration’s first major effort to mend fences with a region rattled by president trump does little to assuage fears.,8
3656,"in laver cup’s debut, europe towers over the world","there is no question as to which multinational squad will be the underdog in the inaugural three-day competition: team world, which features four americans.",0
3657,"in little guyana, proposed cuts to family immigration weigh heavili","the guyanese often bring members of their extended families to the united states, a practice threatened by a new bill endorsed by the president.",5
3658,"in love with romance novels, but not their lack of divers","the owners of the ripped bodice bookstore gathered data about writers’ races, and the results confirmed what many authors and consumers already knew.",0
3659,"in masha gessen’s ‘the future is history,’ homo sovieticus ris","in her new book, gessen, a journalist and longtime critic of vladimir putin, recounts the experiences of seven people living in post-communist russia.",5
3660,"in megafight, mayweather suggests a racial double standard","racial themes have long been exploited in boxing to promote fights, and that has continued with the spectacle surrounding mayweather’s fight against conor mcgregor.",5
3661,"in mexico, weavers embrace natural alternatives to toxic dy","concerned about the health impacts of textile chemicals, traditional artisans are producing vivid colors from crushed insects and forest plants.",5
3662,"in minneapolis, unusual police killing raises an old outcry: why?","the fatal shooting of justine damond had uncommon circumstances and stirred an uproar in australia, but once more there were blanks to fill in.",7
3663,"in minnesota, outrage and sorrow over al franken alleg","minnesotans reeled over the news that their senator had become the latest politician accused of mistreating women, though many stopped short of calling for his resignation.",8
3664,"in mogadishu, truck bomb and gunmen kill at least 23 in hotel attack","the shabab, the al qaeda-affiliated militant group, claimed responsibility for the attack on a hotel popular with government ministers and somali business leaders.",7
3665,"in munich, a tribute to israeli athletes and families’ persist","“there are no happier people, no more satisfied people, than us,” said the wife of a victim who, with other families, spent 45 years pressing for a worthy memorial.",8
3666,"in my chronic illness, i found a deeper mean","being sick has been a long, slow detox from capitalist culture and its mandate that we never rest.",5
3667,"in myanmar, francis calls for peace but doesn’t say ‘rohingya’",rights advocates had hoped the pope would specifically denounce the military’s campaign of violence against the muslim ethnic group.,7
3668,"in new jersey governor’s race, money can take a circuitous rout","as the election enters the homestretch, campaign donors who might want to give more than the legal limit find they can send money to national groups, which can send it right back.",3
3669,"in new orleans, a tasteful lodging in an art deco gem","the nine-story ace hotel new orleans boasts a bustling first-floor restaurant and lobby bar, a rooftop pool with striking views of the city skyline.",5
3670,"in new test for obamacare, iowa seeks to abandon marketplac",its plan would give premium subsidies to well-off people but increase out-of-pocket costs for many with modest incomes. other states could potentially follow.,4
3671,"in new york, drawing flood maps is a ‘game of inches’","as fema revises the maps to account for climate change, deciding who is in the flood zone will be a battle with millions of dollars at stake.",5
3672,"in new york, an influential first lady redefines the posit","chirlane mccray, the wife of mayor bill de blasio, has far extended the boundaries of what a first lady does in the city.",5
3673,"in new zealand, a translated ‘moana’ bolsters an indigenous languag","screenings of disney’s “moana” in te reo māori, the language of the indigenous maori, sold out quickly, bolstering efforts to keep the tongue relevant.",5
3674,"in nighttime tweet, trump offers mixed message on immigr","hours after canceling a program protecting younger illegal immigrants, the president suggested he would “revisit this issue” if congress did not act.",3
3675,"in nomad, a 55-story condo tries to peek out from the pack","developers have stitched together eight different lots, with air rights, to help allow a new 130-unit condo to reach 55 stories.",5
3676,"in north carolina, republicans stung by court rulings aim to change the judg","sweeping changes include introducing partisan ballots to judges’ races, the first state to do so in almost a century.",8
3677,"in north dakota, trump repeats call for rewrite of tax cod",president trump urged north dakotans to pressure members of congress to support a plan that he promised to detail within weeks.,1
3678,"in norway, electric and hybrid cars outsell conventional model","the country offers generous benefits to buyers of vehicles that run on new types of fuel, making ownership more affordable.",5
3679,"in obscure virginia races, a test of anger at the presid",down-ballot races for the house of delegates measure partisan engagement. they may also offer a preview of national congressional voting in 2018.,8
3680,"in ohio, a tax bill with uncertain payoffs is met with ambival","as republicans in washington tout a tax plan, ohio residents are trying to understand how it affects them. for many, well-paying jobs remain the issue.",5
3681,"in one new jersey town, pending tax changes create anxieti","residents of livingston, n.j., are worrying that the proposed changes in the republicans’ tax bill will alter the suburban lifestyle they cherish.",7
3682,"in oregon, you can now save for retirement. unless you object.",the state is the first to have businesses that don’t offer their own plans automatically enroll workers for a payroll deduction. workers can opt out.,5
3683,"in oregon, a little hotel to bring out your inner artist","promoted as the “world’s first kickstarter-funded hotel,” the jennings hotel in joseph, ore., is the next best thing to staying in an artist’s studio.",5
3684,"in pakistani fray, maryam sharif is on the edge of power, or prison","she had recently emerged as the right hand of her father, former prime minister nawaz sharif. but corruption charges are clouding her rapid rise.",5
3685,"in paris, worn-out notre-dame needs a makeover, and hopes you can help","rain, wind and pollution have battered the cathedral, which is seeking funds in france and in the united states to help pay for extensive renovations.",5
3686,"in philippines, doubts about police raid that killed a mayor",critics of the government have suggested that a police operation that left 15 people dead was a summary execution disguised as legitimate law enforcement.,5
3687,"in poland, an assault on the courts provokes outrag","polish leaders want to put courts under political control, prompting protests from the opposition, the european union and three former polish presidents.",5
3688,in praise of barbara pym,"however remote her themes may seem beneath the gentle surfaces of her novels is a slow-building comedy, salt wit in a saline drip.",0
3689,"in praise of soccer’s jack-of-all-trades, now making a comeback","in an era of bigger squads and multimillion-dollar specialists, champions league managers are rediscovering the value of a pro who can play multiple positions.",8
3690,in praise of the black men and women who built detroit,"in ‘black detroit,’ herb boyd celebrates the city’s rich history through its unsung heroes.",2
3691,"in puerto rico, equal parts fear and fellowship after storm","despite a ravaged island, the social fabric has held and crime has not spiked in puerto rico. but people are wondering how long that will hold up.",4
3692,"in puerto rico, we invented resili","once again, we realize that we’re one of the caribbean peoples on the hurricane highway.",4
3693,in pursuit of cartoonish perfection in a japanese rice bowl,"katsudon — a bowl of rice topped with slices of pork cutlet, onions and barely cooked eggs — can be transcendent.",5
3694,"in race against roy moore, democratic candidate is mostly on his own","alabama democrats see a rare chance of victory in the senate special election. but the party is too diminished to give its candidate, doug jones, much help.",8
3695,in rape case at rikers: did guards turn a blind eye?,"two female inmates claimed in court papers that several guards, in some cases, provided a prisoner with access to the victims and materials used in the assaults.",3
3696,"in rebuke to trump, cuomo pardons 18 immigr","with the new slate of pardons, gov. andrew m. cuomo nearly tripled the number he had issued explicitly to stave off deportations.",4
3697,"in rebuke to u.s., south korea warns against military action without its approv","during a national speech, president moon jae-in, the south’s leader, issued a warning against the possible military options being considered by the trump administration.",5
3698,"in ruins by the shore, some see connecticut’s ‘crown jewel’","on a pristine slice of shoreline, a vacant sanitarium designed by a renowned architect could be transformed into a lodge that might help the state’s ailing finances.",5
3699,"in ruins of italy defeat, rage collides with r","the instinct to follow a seismic shock with seismic change, to assume all is rotten and must be destroyed, ignores the reality that serie a is the most vibrant it’s been in years.",0
3700,"in ruins of quake-ravaged school, mexican officials seek answ","the building, constructed before 1985, may never have been upgraded to meet strict new building codes enacted in the wake of that year’s horrific quake.",7
3701,"in rural nepal, menstruation taboo claims another victim","many women in rural nepal sleep outdoors when they are menstruating, because of a belief that they are impure. this week, one such woman died in the cold.",7
3702,"in san diego, lessons on rebuilding from a neighborhood once ravaged by fir","residents of scripps ranch never thought their suburban neighborhood could be destroyed by a wildfire, until it was.",7
3703,in search of donald trump at his boyhood hom,"at the president’s former childhood house, listed for rent on airbnb, visitors can sleep in his bedroom. but traces of him are elusive.",8
3704,in search of a studio with counter spac,"finding a place in the city with a decent-size kitchen can be a challenge — but for a buyer who loves to bake, it was essential.",5
3705,"in self-driving race, waymo sets its own term","waymo, the self-driving vehicle unit of alphabet, showed its latest advances at castle, its test track in california’s central valley.",5
3706,"in seoul, mattis accuses north korea of ‘outlaw behavior’",defense secretary jim mattis said that pyongyang was accelerating the threat of nuclear war through missile tests and that the united states would protect its allies.,5
3707,"in sequel-mad hollywood, even documentaries have follow-up",new films are expanding on hits like “an inconvenient truth” and “fahrenheit 9/11.” the sequel makers say there is a hunger for long-form journalism.,5
3708,"in serbian refugee center, a ‘little picasso’ dreams of art and asylum","farhad nouri, 10, originally from afghanistan, has won acclaim for his artwork and has even had an exhibition. but he and his family are longing for a permanent home.",4
3709,"in sex crimes and other cases, roy moore often sided with defend","roy moore, while generally a deeply conservative judge, voted more often than most of his colleagues in favor of convicted criminals, including in sex abuse cases.",3
3710,"in sharp tones, de blasio and albanese spar over new york’s futur","mayor bill de blasio and his main opponent in the democratic primary, sal f. albanese, met for a contentious debate on wednesday.",5
3711,"in short shorts, wooing a pretend nurs","the couple met at a costume party, where his costume was so short he couldn’t squeeze his wallet and phone into his pocket.",0
3712,"in solo shows, lip-syncing ‘hamlet’ and investigating home movi","at the 14th under the radar festival, artists working with found audio and video stretch the boundaries of theater.",8
3713,"in some countries, women get days off for period pain","in some countries, companies offer women paid time off for period pain. but some experts fear these policies reinforce dated stereotypes.",5
3714,"in south korea, an unsung hero of history gets his du",a new film about the 1980 massacre in gwangju has an unlikely protagonist: the taxi driver who made sure a foreign journalist got there to document it.,5
3715,"in south texas, threat of border wall unites naturalists and politician","the proposed wall, not yet funded, would slice through private property, including refuges for butterflies and wildlife.",8
3716,"in southeast england, white cliffs, fish and chips, and d","enjoying the region’s rolling, campestral beauty in a three-town tour — while leaving the modest stack of pounds sterling in my pocket intact.",5
3717,"in southern magazines, easy pleasures and hard quest","the bitter southerner joins a clutch of publications explaining the most complex american region, with views on race, history and craft cocktails.",5
3718,"in speaker’s final days, city council votes up a storm",the end of melissa mark-viverito’s tenure as leader of the new york city council has been marked by a flurry of legislative activity the likes of which few in the council could remember.,0
3719,"in spice-laden kerala, a break from urban india","younger indians, flush with disposable income and a newfound appreciation of the cultural riches within their own borders, have discovered kerala. and for good reason.",5
3720,"in tv spectacle, man convicted of child rape-murder is executed in yemen","thousands of yemenis watched as the condemned man, lying face down with hands tied behind him, was shot with an automatic weapon at point-blank range.",7
3721,"in taiwan, modest test of driverless bus may hint at big things to com",the small vehicles are being tested on a university campus and central taipei. the city’s mayor hopes they will reshape transportation.,5
3722,"in taking aim at his attorney general, trump tests sessions’s view","mr. trump’s latest public rebuke was met with silence by mr. sessions, who has historically been vocal about keeping the justice department independent of the president.",5
3723,"in tampa’s seminole heights, 3 unlinked victims of a mysterious kil","the city has been rattled by the unsolved shootings this month, which the police said may be the work of a serial killer. victims’ families are mourning the “senseless” killings.",7
3724,"in tangled afghan war, a thin line of defense against isi",the islamic state in eastern afghanistan has survived intense pressure from american airstrikes and raids by united states and afghan forces.,1
3725,"in tax code rewrite, republicans ask how low can they go",discussions between the trump administration and republican leaders in congress continue over how deep to slash tax rates for businesses.,7
3726,"in tax debate, gift to religious right could be bargaining chip","conservative christian leaders are edging toward a once-improbable victory, having quietly worked for years to repeal a ban on political activity by churches.",1
3727,"in tax overhaul, trump tries to defy the economic odd",few independent analyses project anywhere near the rosy forecasts offered by the president’s top economic advisers.,5
3728,"in tennessee, promoting enrollment in tenuous health care plan","counselors are starting earlier than usual to encourage enrollment in obamacare, even as the trump administration works against them.",0
3729,"in terror attacks in spain, a global community of victim","the dead and injured represented 34 nationalities, including a belgian mother, an italian father and an american.",7
3730,"in texas flooding, fema asks ‘all citizens to get involved’ to help","calling hurricane harvey a “landmark event for texas” and with more rain to come, the fema administrator urged americans to do what they can to help rescue efforts.",4
3731,"in texas shooting, gunman kills at least 26","after devin kelley exited the church, he and an armed bystander engaged in a brief “fire fight” before the suspect went into his vehicle.",7
3732,"in texas, almost anyplace can be a place to carry a gun","gun owners said the shooting at a rural baptist church on sunday would cause texas to more fully embrace its gun culture, not tone it down.",1
3733,"in texas, distrust of washington collides with need for federal aid","despite state republican leaders’ anti-washington rhetoric, the aftermath of hurricane harvey is prompting huge demands for federal flood and relief aid.",5
3734,"in texts, f.b.i. officials in russia inquiry said clinton ‘just has to win’","some messages criticized the clinton team and the obama administration, but the officials appeared appalled at some of donald j. trump’s comments during the campaign.",5
3735,"in tillerson’s china stop, questions on north korea but slim chance of clar",the secretary of state is to arrive in beijing to discuss north korea. chinese officials are likely to see if he can clarify inconsistent statements made by u.s. officials.,5
3736,"in trade actions, trump embraces unpredict","in imposing punitive tariffs on canadian jets, the trump administration has intensified confusion about the principles guiding its trade policy.",5
3737,"in trading away yu darvish, rangers become reluctant sel","the return for darvish was three minor leaguers, but texas was only five and a half games out of a playoff spot at the end of monday.",0
3738,"in trial, officer recalls chaos of shooting that killed his partn","more than two years after officer brian moore was fatally shot in queens, his fellow officers relived what led to the shooting, and the frantic rush to save his life.",7
3739,"in trump tax plan, a windfall for businesses large and smal","the administration’s proposed tax cuts give companies most everything they wanted, while skeptics question whether businesses would use the savings to hire and invest.",5
3740,"in trump’s world, ‘very weak’ sessions twists in wind",the president’s unforgiving campaign against his own attorney general opens rift with the right and leaves white house at war with the justice department.,5
3741,"in u.k., bigger wine glasses for bigger thirst",a study by researchers at the university of cambridge found that the average size of wine glasses has increased sevenfold in 300 years.,5
3742,"in u.k., gender debate spills into the children’s aisl","john lewis, the british retailer, has sparked a spirited discussion by eliminating boys and girls signs and using gender-neutral clothing tags at its stores.",7
3743,"in ukraine, a successful fight for justice, then a murd","iryna nozdrovska, a human rights lawyer, fought a corrupt court to put her sister’s killer behind bars. she was stabbed to death after winning the case.",7
3744,"in undiscovered paterson, falls, food and fetty wap","the new jersey city was famous for industry. now, a national park, a museum and peruvian dishes deserve the spotlight. and it’s still a place of poets.",5
3745,"in wake of attacks, tighter security for times square on new year’s ev",the new york city police plan a “stronger police presence” for this year’s ball drop to counter the threat of high-rise snipers and suicide bombers.,7
3746,"in warsaw, with chopin as mus","through the great polish composer, finding a deeper understanding and appreciation of a city that is an oft-overlooked gold mine for budget travelers.",5
3747,"in washington and idaho, fishing and feast",a fishing expedition was part of a cheap getaway that centered around the states’ spectacular natural beauty — with some quality food in the mix.,5
3748,"in washington, their stars finally align","mutual friends told them they’d be a perfect fit, but the timing never seemed quite right.",6
3749,"in whitestone, queens: new homes with bridge and river view","the bridges at whitestone in northern queens is a detached home development with 2,000- to 4,500-square-foot houses.",5
3750,"in win over panthers, saints turn back to drew brees to lead","brees has had a diminished role this season behind two stellar new orleans running backs, but on sunday he pulled the saints to victory as the running game sputtered.",0
3751,"in wisconsin, hopes rise for production of a lifesaving radioactive isotop","inside the strange, global relay race that delivers (and sometimes fails to deliver) moly-99, a cancer-detecting necessity to america’s hospitals.",4
3752,"in a blow to hamas, israel destroys tunnel from gaza","the military action came amid simmering tensions over president trump’s jerusalem declaration, injecting another layer of uncertainty in the area.",5
3753,"in a body-positive moment, why does hollywood remain out of step?","melissa mccarthy has broken through in hollywood, but her success is viewed by studios as an anomaly. danielle macdonald hopes to flip the script.",4
3754,"in a bombing’s aftermath, doubling down on the everyday","after a man in a homemade suicide vest blew himself up near times square, new yorkers kept their fears at bay and the subway turnstiles spinning.",1
3755,"in a boon to prosecutors, insider trading ruling is reshap",the opinion affirming the conviction of mathew martoma found that the approach taken to tipping confidential information in another case “can no longer be sustained.”,0
3756,"in a bygone new york, john epperson invited charles busch to a show",the two old friends — and one-time frenemies — both became famous wearing women’s clothing. but don’t call them “drag queens.”,2
3757,"in a city of firsts, hoboken elects a sikh as mayor","ravi bhalla is the first sikh to be elected mayor in new jersey, and one of only a few sikhs to become mayor of an american city.",4
3758,"in a complex tax bill, let the hunt for loopholes begin","a 2004 change by congress, meant to foster domestic manufacturing, may provide a cautionary tale: you can mine a lot of tax breaks from just one word.",5
3759,"in a cruel summer for the g.o.p., ‘things are starting to feel incoherent’","republicans in washington should be returning home next week to brag. but despite having total control on capitol hill, even they admit that policies aren’t advancing.",5
3760,"in a hushed stadium, the yankees’ bats provide a symphoni","the yankee stadium sound system malfunctioned early, but the yankees’ offense lit up with six runs in the first inning en route to a victory over baltimore.",5
3761,"in a mortgage-crisis settlement, did a bank get off easy?","an accord with the justice department requires credit suisse to pay $2.8 billion in consumer relief, but others are providing much of it.",5
3762,"in a play, rafael nadal inhabits a new role: gay icon","peter gil-sheridan, a gay playwright, imagines a love affair with nadal in “the rafa play,” which ends its run in new york on saturday.",0
3763,"in a puerto rican town, ‘water came out of nowhere’","in the hard-hit town of toa baja, hurricane maria’s wrath swept some residents to their deaths.",7
3764,"in a season of monsters, gulf coast feels lucky all it got was n","hurricane nate sped ashore in mississippi as a category 1 storm and quickly weakened, leaving gulf coast residents relieved that it wasn’t worse.",7
3765,"in a superstar city, lackluster polit","the talent pool in new york can seem endless, except when it comes to civic life, as the current election season, with its lack of bright lights, shows.",8
3766,"in a swimmer’s two-year quest, a final 21-mile challeng","on thursday, antonio argüelles, 58, of mexico set out to cross the north channel in his attempt to complete the oceans seven.",5
3767,"in a thriving city, soho’s soaring rents keep storefronts empti","one of the city’s prime shopping districts is a victim of its own success, as retailers can’t afford the rents and landlords can’t afford to lower them.",5
3768,"in a top-heavy premier league, more teams rush to the bunk",the dominance of the league’s top six teams this season has led to a pattern of dull matches in which their opponents sit back and desperately try to defend all game.,8
3769,"in a u.f.c. classic, great loses out to greatest","for jon jones, saturday’s victory capped a triumphant return from a series of setbacks. for daniel cormier, a loss left painful questions.",0
3770,"in a warming california, a future of more fir",the recent cycle of drought and deluge in california led to major fire risk. climate change makes that cycle worse.,1
3771,"in an east harlem park, valentine or voodoo?","a stylized heart in a park in east harlem looks very much like a voodoo icon used to summon a god, according to occult experts.",5
3772,"in an unforgiving sport, they minister to hearts and soul","a chaplain is part of the team for about three-quarters of england’s professional teams, offering spiritual or secular counseling to the players.",2
3773,"in the age of trump, the dollar no longer seems a sure th","long the ultimate safe haven in the global economy, the u.s. dollar may be losing some status as investors grapple with an uncertain political climate.",1
3774,"in the air force, texas gunman showed signs of depression and rag","one air force colleague recalled how devin p. kelley, when punished for poor performance, would cry, scream and shake with rage, vowing to kill his superiors.",7
3775,"in the beginning, toronto was almost left out of the n.h.l.","it is hard to imagine the national hockey league without a toronto franchise, but it almost happened 100 years ago when the league was formed.",5
3776,"in the best of times, the worst of rid","new york is booming with jobs and new residents, yet the number of people taking the subway has fallen, as a system burdened by debt and bad management fails.",8
3777,"in the bronx, history repeats itself with deadly forc","at the site of a deadly fire from a decade ago, a rebuilt home disguises the terrible loss of 10 people, nine of them children, but a mother remembers.",7
3778,"in the cage and at the plate, aaron judge is still trying to figure it out",reggie jackson has been keeping a watchful eye on judge and thinks the young yankee slugger needs the benefit of more major league at-bats.,0
3779,"in the california desert: vast darkness, vibrant music, an oasi","in wonder valley, the silence makes its own kind of noise. and twentynine palms makes its own kind of music.",5
3780,"in the caribbean, rebuilding nations — and the tourism industri","as a region assesses the damage wrought by irma, officials say it could take years for tourism to fully recover.",7
3781,"in the debate over north korea, does anyone care what south korea thinks?",how the confrontation between donald trump and kim jong-un has scrambled politics in seoul.,5
3782,"in the end, reality will win",is there no bottom? we may soon learn that trump won a gold medal in synchronized swimming.,8
3783,"in the fight against bullying, a glimmer of hop","in a 10-year study in maryland, students’ reports of being bullied decreased and more students reported feeling safe at school.",5
3784,"in the heart of milwaukee, a gleaming tower leads an urban renew","after the opening of northwestern mutual’s new headquarters, other projects are sprouting up everywhere in the city’s center.",8
3785,"in the saudi desert, world’s business leaders follow the money","the kingdom is embarking on a big experiment as it diversifies its oil-based economy, and executives looking for investment are making their pitches.",8
3786,"in the south bronx, watching over joseph, mary and jesus one last tim","since arriving at saint athanasius school in the bronx, marianne kraft has nurtured youngsters for whom the school was a haven.",5
3787,"in the south and north, new (and vital) civil rights trail","african-american history is the subject of new museums, memorials and routes like the us civil rights trail.",4
3788,"in the time of trump, a horror-movie maker rules hollywood","“i think ‘get out’ did four times the business it would have done if hillary had been president,” says jason blum, also producer of “happy death day.”",5
3789,"in the west village, a search for fewer stair","after a seventh-floor walk-up, almost anything looks better — even the tiniest one-bedroom.",2
3790,"in ‘autumn,’ karl ove knausgaard shows his sweet sid","knausgaard’s latest book, the first in a planned quartet, closely describes the material world for his daughter.",8
3791,"in ‘coco,’ death is the point","a villain’s demise, a parent’s absence. that’s how death used to figure in animated movies for children. thanks to pixar and now “coco,” that’s changing.",5
3792,"in ‘home fire,’ lives touched by immigration, jihad and family lov","three british siblings of pakistani descent are at the center of kamila shamsie’s ingenious new novel, which builds to a stunning conclusion.",5
3793,"in ‘manhattan beach,’ jennifer egan sets a crime story on the waterfront","a missing father, an underworld boss and a female diver at the brooklyn naval yards anchor the pulitzer winner’s first novel since “a visit from the goon squad.”",5
3794,"in ‘nomadland,’ the golden years are the wander year",arlie russell hochschild reviews jessica bruder’s book about senior citizens who live out of r.v.s and work low-wage jobs.,8
3795,"in ‘one nation after trump,’ a study of the trends behind his ris","if someone hibernated through 2016 and then turned on cable news and wondered what the hell happened, this would be the book to read.",5
3796,"in ‘texas chain saw massacre,’ sympathy for the devil",tobe hooper’s cult hit’s reputation as one of the scariest ever obscures the greatness of its empathetic characterizations and beautifully realized shots.,5
3797,"in ‘watershed moment,’ youtube blocks extremist cleric’s messag","the site has largely removed videos of anwar al-awlaki, al qaeda’s leading voice in english before his death by drone — and after, when he became a jihadist hero.",8
3798,india bans condom ads from prime-time tv,"conservative social groups pressured the government to crack down on the commercials, saying they were inappropriate for children.",5
3799,india extends hand to apple and others by easing rules on foreign firm,"the government said foreign-owned, single-brand retailers would get more time to meet its requirements to sell products made by indians.",5
3800,indian court chooses clean air over fireworks for a festiv,"the supreme court reinstated a ban on the sale of fireworks in the new delhi area ahead of diwali, the hindu festival of lights, in an effort to ease air pollution.",4
3801,indian guru whose followers rioted is sentenced to 10 years for rap,"at least 38 people died last week as supporters of the guru, gurmeet ram rahim singh, reacted to his guilty verdict by smashing cars and burning buildings.",7
3802,indian police file murder charge after times describes cover-up,"villagers, police officers and political leaders appear to have worked together to hush up a woman’s murder. a new york times article on the case led to an arrest.",4
3803,"indiana officer is fatally shot by survivor of car wreck, police say","a southport police department officer was trying to help the occupants of a car that had flipped over when he was attacked, the police said.",7
3804,indians set american league mark with 21st straight win,the indians matched the 1935 chicago cubs for the longest pure winning streak since 1900.,8
3805,indians and dodgers: a tale of two streak,"the indians are on an 18-game winning streak, one of the longest in history. and the dodgers have somehow lost 10 in a row.",8
3806,india’s barefoot lawy,"in india’s rural villages, few people seek the protection of law because lawyers are distant and expensive. now paralegals are coming to help.",5
3807,india’s favorite designer makes a bid for western acclaim,"anita dongre, who spent 2016 in the spotlight after the duchess of cambridge wore one of her dresses, opened her first store in the united states.",4
3808,india’s muslims and the price of partit,india’s muslim population has begun to fear that the anxieties of the muslims who fought for the creation of pakistan could be coming true.,7
3809,india’s punishment for plant-eating donkeys: jail tim,"eight of the animals were jailed for four days in orai, india, as part of a cleanup campaign. their crime: devouring expensive saplings.",5
3810,india’s supreme court strikes down ‘instant divorce’ for muslim,"until now, muslims in the country could end their marriage by saying the arab word “talaq” three times.",5
3811,"india’s top payments app adds chatting, challenging whatsapp","paytm, which has grown sharply over the past year, is acting to fend off whatsapp’s planned move into india’s payments market.",5
3812,india’s turn toward intoler,"under prime minister narendra modi, hindu extremists have turned deadly and are gaining political power.",7
3813,indiegogo goes where few companies dare: into initial coin off,"i.c.o.s have been big this year, but few established names have touched them. indiegogo, the crowdfunding site, is looking to change that.",5
3814,"indonesia, long on sidelines, starts to confront china’s territorial claim",a military buildup and maritime skirmishes involving chinese boats suggest a more aggressive posture by indonesia in the south china sea.,5
3815,infectious mosquitoes are turning up in new region,"from southern california to the south pacific, reports of nonnative species are rising.",1
3816,informant earned $7 million for role in benghazi prosecut,"american officials paid the informant after he helped build a case against ahmed abu khattala, a suspect in the 2012 benghazi attacks, and orchestrate his capture.",5
3817,infosys chief quits after battle with found,"vishal sikka’s departure from the indian technology giant comes just months after a similar struggle at the top of the tata group, a powerful conglomerate.",8
3818,"inga schlingmann, matthew akiyama",the couple met at the lutheran medical center in brooklyn. the bride was working with americorps-healthcorps and the groom was a medical student.,6
3819,inmates who used peanut butter to escape an alabama jail are captur,a walker county jail guard was tricked into opening a door to the outside after the number above a door was altered. twelve escaped and were later captured.,5
3820,inner racism rev,being president has not changed trump but exposed him.,7
3821,innovations to help speed up your travel plan,"hotel and car reservations through amazon’s alexa, speedier global entry enrollment, automatic flight check-in and more aim to make travel smoother.",5
3822,"inside china’s big tech conference, new ways to track citizen","the technologies for tracking citizens, and their wide acceptance in china, were on display at the world internet conference.",1
3823,"inside north korea, and feeling the drums of war",a visit to the reclusive country reveals the perilous moment we’re in.,1
3824,inside silicon valley’s playbook for wooing school superintend,tech firms are deploying sophisticated marketing techniques to try to sell their wares into america’s classrooms.,5
3825,inside trump’s hour-by-hour battle for self-preserv,"with twitter as his excalibur, the president takes on his doubters, powered by long spells of cable news and a dozen diet cokes. but if mr. trump has yet to bend the presidency to his will, he is at least wrestling it to a draw.",8
3826,inside uber’s choice of a new c.e.o.,"before uber’s board chose dara khosrowshahi to be the company’s new chief, there were power plays, negotiations for more leverage and wild swings in support.",8
3827,inside a secretive group where women are brand,a self-help organization in albany called nxivm has begun to unravel as members reveal disturbing practices and fears of blackmail.,7
3828,inside the estate that inspired ‘the philadelphia story’,a lavish new book examines the history of ardrossan and the old-money world of philadelphia’s main line.,5
3829,inside the new proposal that exacerbated uber’s board divis,"if approved by the board, the proposal by uber’s new chief, dara khosrowshahi, and goldman sachs would reduce travis kalanick’s voting clout.",8
3830,inside the race for the top job on wall street,harvey schwartz and david solomon are vying to run goldman sachs. one is a smooth-talking deejay. the other is a publicity-shy black belt in karate.,5
3831,inside the truce village where a north korean soldier defect,it’s the only spot in the dmz where soldiers from the north and south stand just feet from one another. it’s also one of the few where someone could make a break for it.,5
3832,inside the world of brad thor,"to build a lasting fan base in the relentless world of espionage thrillers, brad thor has cranked out 17 books in 16 years, selling nearly 15 million copies.",8
3833,insiders accused of stealing personal data from homeland secur,"employees from the agency’s inspector general’s office wanted to modify and sell their own version of proprietary government software, according to investigators.",1
3834,insider’s guide to the halal takeout,"a tour through several 24-hour pakistani restaurants in new york reveals some commentary on uber and trump. but really, it’s all about the food.",8
3835,inspired by ‘love birds’ in their 90,readers respond on social media to the vows column about how a nonagenarian couple fell in love and married.,2
3836,"inspiring little fear in senators, trump struggles to sell health bil","the president has proved too unpopular nationally, and too weak in many lawmakers’ home states, to scare them into supporting the bill to repeal and replace the affordable care act.",5
3838,"instant korean ramen, made the hard way","at jeju noodle bar in the west village, a chef pays tribute to just-add-water packaged soups with recipes that are anything but fast.",5
