idx,headline,summary,labels
4294,"Lara Crystal, Robert Saliterman",The couple met through a mobile dating app.,8
4295,Las Vegas Gunman Chased Gambling’s Payouts and Perks,"Stephen Paddock was well known to casino hosts: He would sit at video poker machines for hours, often at more than $100 a hand, and sometimes winning tens of thousands.",5
4296,"Las Vegas Gunman Shot Security Guard Before, Not After, Targeting Concertgoers","The authorities revised their timeline on Monday, saying a guard who helped the police, Jesus Campos, was wounded before Stephen Paddock opened fire from a hotel.",7
4297,Las Vegas Gunman’s Brain Will Be Scrutinized for Clues to the Killing,"A Stanford neuropathologist will be looking for physical abnormalities in Stephen Paddock’s brain, although the examination is unlikely to answer the mystery of the mass killing.",5
4298,Las Vegas Lines for Blood Donors Stretch for Blocks After Mass Shooting,Some people lined up as early as 2 a.m. outside blood donation centers after learning of the mass shooting that injured more than 500 people.,4
4299,Las Vegas Massacre Gives InfoWars More Conspiracy Fodder,Alex Jones called the Sandy Hook Elementary killings a hoax and the Sept. 11 attacks an inside job. Now he’s concocting new theories on the mass shooting in Las Vegas.,7
4300,Las Vegas Police Officer Fatally Shoots Man at a Hospital,"The man, who was taken to the hospital because he was extremely intoxicated, was shot after taking a Taser from a bag left in a room and pointing it at the officer.",7
4301,Las Vegas Shooting Live Updates: Investigators Seek Motive in Deadly Rampage,"As the authorities sketched a portrait of Stephen Paddock, the man who unleashed a hail of bullets, survivors described the carnage.",7
4302,Las Vegas Shooting Sends People Fleeing From Mandalay Bay Casino,"A gunman opened fire at a country music concert, and the police were searching for that attacker and investigating reports of shootings elsewhere.",1
4303,Las Vegas Shooting Underscores Hotel Security Choices,Hotels in the United States and Europe focus less on the possible threat of attack than those in places that have been targeted in the past.,1
4304,Las Vegas Shooting Victims Drawn Together for the Music,They had traveled to Las Vegas for a long-awaited country music festival. At least 58 of them were killed in the gunfire. Here are some of their stories.,7
4305,Las Vegas Shooting: Coroner Identifies Gunman’s Victims,"The dead included 36 women and 22 men, ranging in age from 20 to 67. No manifesto, suicide note or clear sign of motive has yet been found.",7
4306,Las Vegas Shooting: Gunman Fired at Tanks Filled With Jet Fuel,"It was not clear whether Stephen Paddock had deliberately strafed the tanks, which were on airport property not far from the site of the massacre.",7
4307,Las Vegas Shooting: Gunman Wired Thousands to Philippines Days Before Attack,"Stephen Paddock’s girlfriend, who was out of the country during the rampage, was met by F.B.I. agents when her flight from Manila arrived in Los Angeles.",7
4308,Las Vegas Shooting: Live Updates,A gunman was killed by the police after opening fire at concert near the Mandalay Bay Resort and Casino.,1
4312,Lasker Prizes go to Planned Parenthood and Developers of HPV Vaccine,Prestigious awards come during a time of uncertainty for reproductive health care in the United States,3
4313,Last Hope for Peace at Brooklyn’s Big Party,"Officials try once more to avoid bloodshed at J’ouvert. But if bullets fly again, the annual early-morning celebration should be banned.",5
4314,"Last Inmates Leave Tent City, a Remnant of Joe Arpaio","The outdoor jail in Maricopa County, Ariz., was a spectacle that attracted national attention for former Sheriff Arpaio’s unusual practices like issuing inmates pink underwear.",2
4315,Last Nights of the Hotel (Soon to Be) Formerly Known as Trump SoHo,"At hotel, which has struggled financially and will soon excise the Trump name, some guests loved the brand, while others were there for the discounted rooms.",0
4316,Last-Ditch Effort to Sway Senator on Tax Bill Involves Personal Pleas,"Progressive activists met with Senator Susan Collins, Republican of Maine, in a bid to persuade her to vote against the $1.5 trillion tax bill.",7
4317,Last-Minute Rush to Prepay Taxes Gives Way to Confusion and Anger,The I.R.S. called into question a strategy of prepaying property taxes before the new tax law goes into effect. That could be just the beginning of the confusion.,5
4318,Late Night Wasn’t Ready to Say Goodbye to Anthony Scaramucci,"Seth Meyers said, “Scaramucci’s last name is longer than his tenure.”",8
4319,"Late-Night TV Highlights in 2017: Trump, Russia, Weinstein and More",The first year of President Trump’s administration provided considerable fodder for hosts.,5
4320,Latest Doping Penalties Lift U.S. Above Russia in Sochi Games Medals Tally,"The International Olympic Committee on Wednesday announced lifetime bans of four Russian skeleton racers, including two who won medals at the 2014 Sochi Games.",8
4321,Latest Obamacare Repeal Effort is Most Far-Reaching,"The Graham-Cassidy bill would turn federal funding for a law Republicans loathe into block grants to states, realizing a long-held goal of the party",3
4322,Latest Stumbling Block in Brexit Talks: The Irish Question,A Northern Irish party scuppered a deal Prime Minister Theresa May had reached with the E.U. The deal was a prerequisite for the next stage of talks.,8
4323,Laura Ingraham Is Ready to Rev Up Fox News,Fox News is handing its 10 p.m. slot to a sharp-tongued friend of President Trump and Steve Bannon.,8
4324,Laura Ingraham Will Host 10 O’Clock Show as Part of Fox News Shuffle,Ms. Ingraham will host “The Ingraham Angle” weeknights starting Oct. 30 as part of a prime-time shake-up that moves Sean Hannity to 9 p.m.,5
4325,"Laura Paliani, Juan Jeannet Arce",Laura Paliani and Juan Jeannet Arce met at Stuyvesant High School and reconnected 12 years later on Words With Friends.,8
4326,"Laura Weyl, Richard Kimmel","The groom is a co-founder of the Box, a New York performance nightclub, for which the bride is the director of visual identity.",5
4327,Lauren Ambrose to Star in ‘My Fair Lady’ on Broadway,"A relative unknown, Harry Hadden-Paton, will be Henry Higgins to her Eliza Doolittle in the Broadway production, the musical’s first revival in decades.",8
4328,"Lauren Bernstein, Frederick Brown","The bride, who works in TV, and the groom, a medical student, met through the dating app Coffee Meets Bagel.",2
4329,"Lauren Block, Stephen Pack","The bride and groom grew up in neighboring New Jersey towns,and knew many of the same people but not each other until 2013.",8
4330,"Lauren Durham, Justin Barasky","The couple, both campaign managers, were married in Columbus, Ohio.",6
4331,"Lauren Haffer, Jonathan Birnbaum","The bride, who works for Google, and the groom, who works for an investment firm, met through the dating app Hinge.",0
4332,"Lauren Rieders, Ari Weiss",The couple met through an online dating service in 2015.,8
4333,"Lauren Schorr, Jeffrey Potter","The bride is an assistant United States attorney in Manhattan, the groom works for Ernst & Young.",8
4334,"Lauren Turkel, Antonio Cuervo","The bride is a lawyer in New York, and the groom is a police officer in White Plains.",6
4335,Laurene Powell Jobs’s Organization to Take Majority Stake in The Atlantic,"David G. Bradley, chairman of Atlantic Media, will retain a minority stake and intends to continue running the magazine for the next three to five years.",0
4336,"Laurie Tisch, Collecting the Giants, of New York and Modern Art","“I never understand at an auction when something goes for $100 million and everybody starts clapping. I always think, Did they also cure cancer?”",5
4337,Law Firm Faces Questions for Ukraine Work With Manafort,The Justice Department wants information about Skadden’s work on behalf of a Russia-aligned former president of Ukraine.,0
4338,Law Schools Should Protect Students From Judges Like Alex Kozinski,Professors should refuse to send students to a problematic judge and publicly explain why.,4
4339,Lawmaker Who Called Muslims ‘Rapist Hordes’ Faces Sanctions in Germany,"The Twitter account of Beatrix von Storch, a member of the far-right Alternative for Germany, was temporarily suspended. Prosecutors are looking into her remarks.",5
4340,Lawmakers Toured the Subway to Hear Commuters’ Complaints. They Got an Earful.,"As part of a two-day “listening tour,” officials representing the Bronx and Manhattan stopped at stations there, speaking of coming improvements as customers were surveyed.",5
4341,Lawmakers in Russia Call for Retaliation Against New U.S. Sanctions,The Kremlin said that news of the proposed American measures was “sad” and that relations between Moscow and Washington would be further damaged.,0
4342,"Lawrence Argent, Sculptor Who Was Big on Whimsy, Dies at 60","Mr. Argent was especially known for “I See What You Mean,” a 40-foot-tall blue bear peering into the Colorado Convention Center.",8
4343,Lawsuit Asserts White House Role in Fox News Article on Seth Rich,The suit asserts that the White House urged the publication of an article about a slain Democratic aide and used fabricated quotes from an investigator to support it.,5
4344,Lawsuit Claims Three U.S. Companies Funded Terror in Iraq,"The lawsuit, filed in federal court in Washington, cited as evidence contracts between the companies and the Iraqi government, leaked diplomatic cables, and the testimony of informants.",5
4345,Lawsuits After Las Vegas Shooting May Be Uphill Battles,"With Stephen Paddock dead, who is left to blame? If history is any guide, seeking damages will be a difficult task.",7
4346,Lawyers for Child Welfare and Legal Aid Under Scrutiny for Facebook Posts,Four lawyers are under review for a social media posts that mocked people in Family Court in Queens.,5
4347,Le Bernardin Adds a Vegetarian Tasting Menu,The chef Eric Ripert adds an eight-course meat-free option to the tasting menu.,8
4348,"Lea Beltramino, Eric Hendey","The bride graduated from Columbia, the groom from Harvard.",8
4349,Leaders Criticize City College’s Likely Choice for Next President,"Twenty elected officials, clergy members and community representatives are challenging the expected promotion of the interim president, Vincent G. Boudreau.",0
4350,"Leading Army’s Running Game, Two Years After He Nearly Walked Away","Army quarterback Ahmad Bradshaw has come a long way: 1,472 yards this season, and much further off the field.",8
4351,Leading Western Publisher Bows to Chinese Censorship,"Springer Nature, one of the world’s largest academic publishers, was the latest company to acknowledge acquiescing to Chinese demands to limit free speech.",7
4352,"Leah Sarna, Ethan Schwartz","The couple met when he visited Yale, where she was a senior, to get a feel for the community there before committing to a doctoral program.",2
4353,Leaping Into a System Upgrade,"Even if you’ve skipped the past few Mac operating system updates, you can go right to macOS High Sierra if your computer meets the requirements.",5
4354,Learning from Gravitational Waves,Their discovery shows what scientists and policy makers can accomplish when they look far beyond a given budget cycle.,5
4355,Learning from a Shooting Victim: What Comes After Trauma?,"Matt Mika, who was injured in the Congressional baseball shooting in June, helped a reporter understand what life is like in the months after a violent crime.",4
4356,Lebanese Christian Leader Makes Rare Visit to Saudi Arabia,The Maronite Christian patriarch of Lebanon met the Saudi king during a visit overshadowed by political tensions between the two nations.,4
4357,Lebanese Prime Minister Arrives in France After Mysterious Saudi Stay,"Questions are swirling about why Mr. Hariri spent two weeks in Saudi Arabia, where he announced his resignation.",5
4358,"Lebanon’s Leader, Still in Saudi Arabia, Claims He’s Free to Go","Prime Minister Saad Hariri tells an interviewer that he will return home, and that his resignation may not be final. But many Lebanese remain skeptical.",8
4359,Lebanon’s Palestinian Refugees Resist from the Sidelines,"Caught between resistance and resignation, the displaced are struggling with the implications of President Trump’s decision on Jerusalem.",7
4360,"Led by Porzingis Again, the Knicks Defeat Hornacek’s Old Team","Kristaps Porzingis scored 37 points in Friday’s win over Phoenix, the sixth time in eight games that he has scored at least 30.",0
4361,"Led by a Vietnam War Opus, a Rich Season of Documentaries","The fall season’s documentaries show the form’s strengths and versatility, with the Ken Burns opus on Vietnam dominating the schedule.",5
4362,"Lee Ann Womack Returns to Her Roots, Singing ‘to the Common Man’","On an album recorded in her native Texas, the country music veteran demonstrates what she’s learned from her mainstream tenure while casting off its restraints.",8
4363,"Lee May, the Big Bopper for the Reds, Dies at 74","May, a slugging first baseman, was traded to the Astros before Cincinnati’s Big Red Machine really got rolling. The move felt like being “kicked out of the house,” he said.",7
4364,"Left on Economics, Not Culture","Also: Bill Clinton’s behavior, in need of reckoning.",5
4365,Legal Marijuana Is Almost Here. If Only Pot Farmers Were on Board.,The black market for marijuana in California is thriving as growers shun the legalized system that comes into effect in January.,5
4366,"Lego Will Cut 1,400 Jobs as Profit Dips, Despite Big-Screen Heroics",The earnings report comes as the company faces an increasingly competitive landscape with more children using mobile devices for entertainment.,7
4367,"Leigh Shirvan, David Helfenbein",The bride founded a communications consulting group and the groom is a senior adviser who worked for Hillary Clinton.,8
4368,Lena Dunham: Harvey Weinstein and the Silence of the Men,The hush in Hollywood about the megaproducer only reinforces a culture that keeps women from speaking up.,8
4369,Lena Hall Plans an Ambitious Tribute to Her Favorite Musicians,"The “Hedwig” actress will pay homage to David Bowie, Radiohead and many others as part of “Obsessed,” a project involving a new EP each month in 2018.",2
4370,Lenin’s Eco-Warriors,Russia’s huge nature reserves are an unlikely Soviet legacy — thanks to the environmental activists who fought to preserve them.,5
4371,"Leo Hershkowitz, 92, Dies; Unearthed New York City History",Professor Hershkowitz’s salvage operations earned him a reputation as a highly regarded archival scavenger.,5
4372,"Leontyne Price, Legendary Diva, Is a Movie Star at 90",The unlikely scene-stealer in a documentary about the 1966 opening of the Metropolitan Opera House at Lincoln Center reflects on the film and her career.,2
4373,Lessons From Hurricane Harvey: Houston’s Struggle Is America’s Tale,"The Texas city’s response to a powerful storm says much about polarized visions of the country and diverging attitudes toward cities, race, liberty and science.",5
4374,Lessons From Rolling Stone,"I worked at the magazine in the 1990s, and I couldn’t have picked a better place to soak up American culture.",5
4375,Lessons From a Travel Ban Clash That Wasn’t,"Now that the White House has issued new curbs, the Supreme Court won’t consider earlier restrictions. But questions remain.",8
4376,Lessons in Stillness From One of the Quietest Places on Earth,"In the wilderness of Washington State’s Hoh Rain Forest, a poet searches for the rare peace that true silence can offer.",5
4377,Let Consumers Sue Companies,Arbitration is not enough. Class action should remain an option.,5
4378,Let Forest Fires Burn? What the Black-Backed Woodpecker Knows,A scientific debate is intensifying over whether too much money and too many lives are lost fighting forest fires.,5
4379,Let Them Eat Paper Towels,Three and a half million American citizens are being abandoned.,7
4380,Let Trump Play Trump on ‘S.N.L.’,A reader suggests a replacement for Alec Baldwin.,5
4381,Let Wronged Workers Join Together for Justice,The Supreme Court is set to hear three cases on companies’ arbitration agreements that bar employees from pressing class action claims.,4
4382,Letter of Recommendation: Cabbages and Kings,A game that’s actually fun to play with your children.,5
4383,Letter of Recommendation: In-Flight Movies,There’s more than one ritual that provides cover for public weeping.,5
4384,Letter of Recommendation: Indian Butterscotch Ice Cream,An import that seems more authentic in its overseas market.,5
4385,Letter of Recommendation: Learned League,Life doesn’t present us with many opportunities to put to use the facts that we know for no other reason than that we know them.,0
4386,Letter of Recommendation: Translation,"If both you and the world agree about who you are, then you might not worry much about how you would be read in a foreign context.",5
4387,Letter of Recommendation: Zip Ties,"The cheap plastic fasteners are the best tool we have in the fight against chaos, entropy and disorder.",5
4388,Letter of Recommendation: iNaturalist,An app that completely alters your relationship to the outside world.,5
4389,Letter of Recommendation: ‘Shark Tank’,"Trickle-down economics that works, at least on TV.",0
4390,Let’s Give Weinstein’s Victims the Spotlight on Oscar Night,"By acknowledging women who have survived sexual harassment and worse, the academy could address the questions swirling around the ceremony.",5
4392,Let’s Limit the Term-Limit Debate,"New York City voters have made clear over the years that two terms are enough for city officials, but City Council members are considering a third.",0
4393,Let’s Stop the Bickering and Fix the Health Care System,Republicans and Democrats can agree on ways to keep health insurance affordable. Here’s our bipartisan plan.,5
4394,Let’s Talk About Hugh Hefner’s Political Legacy,"Mr. Hefner was keen to promote himself as a progressive, but what did he really do for women? Our writers discuss.",5
4395,LiAngelo Ball Is Leaving U.C.L.A. Without Having Played a Game,"In the latest drama for the Ball family, LiAngelo Ball will depart the school and its basketball team after getting into legal trouble on a trip to China.",0
4396,LiAngelo and LaMelo Ball Are Headed to Lithuania,"Lonzo Ball’s younger brothers gave up any chance of playing college basketball by signing with an agent, and will now try to succeed against the pros in Europe.",5
4397,"Lianne Epstein, Daniel Jacobs","The couple met at Yale, from which they both received masters’ degrees.",8
4398,Liberal Activists to Democrats: Protect Young Immigrants or Shut Down Government,"Democrats want a deal to shield young undocumented immigrants from deportation, but liberal activists question their party’s willingness to provoke a shutdown.",5
4399,Liberalism and the Campus Rape Tribunals,How a crusade against sexual assault became a cautionary tale.,7
4400,Liberia Election Could Mark First Peaceful Transfer of Power Since 1944,"In a presidential runoff, voters are choosing between a soccer star, George Weah, and Vice President Joseph Boakai, to replace Ellen Johnson Sirleaf.",8
4401,Liberia’s Women Warn Male Presidential Candidates: Keep the Peace,"A man will almost certainly become the country’s next leader, and women are worried that their newfound gains will be lost.",8
4402,Library Cards Unlock Film Vaults,"Kanopy, a movie-streaming service that is free for New York Public Library members, is a garden of cinematic delights. Here’s how to use it.",5
4403,"Libya Rescues 279 Migrants at Sea, but 100 More Are Feared Dead","All of the survivors, including 19 women and 17 children, were handed over to the country’s anti-migration authority.",7
4404,Libyan Convicted of Terrorism in Benghazi Attacks but Acquitted of Murder,"Ahmed Abu Khattala was the first person charged and prosecuted in the attacks in Benghazi, Libya, which left four Americans dead, including an ambassador.",3
4405,Life (and Death and Dance) Lessons From ‘The Red Shoes’,"Ballet is religion in Powell and Pressburger’s 1948 movie. Dancers, 19 to 80, talk about what the movie has meant to them.",0
4406,Life After the Storm: Children Who Survived Katrina Offer Lessons,"Now in their 20s, they urge the youngest survivors of Harvey and Irma to seek stability from one ‘solid anchor’ — a parent, teacher, pastor or sibling",5
4407,"Life in a Police State, Through the Searing Story of a Refugee’s Disappearance","In “A Disappearance in Damascus,” the journalist Deborah Campbell searches for her guide, an Iraqi refugee.",7
4408,Life on the Meme Council: Meet the Internet’s Gatekeepers,"Know Your Meme, a database for the internet’s inside jokes, runs with the help of 38 volunteer moderators known as the meme council. These are their stories.",5
4409,Lights! Camera! Culinary School Will Teach Instagram Skills,"As images of restaurant dishes become more crucial, the Culinary Institute of America is one of the latest to add courses in food photography.",5
4410,"Like It or Not, Baseball’s Instant-Knockout Game Seems Here to Stay","The life-or-death quality of the wild-card play-in contest provides instant drama. But it can also seem unfair, at least to the losing team.",2
4411,"Like the Knicks, an Ad Campaign Fades Quickly","The promotion for the sports channel FS1 appeared on subway trains this week, asking if people were hopeful or hopeless about the Knicks. The ads are to be removed after hitting nerves — perhaps as intended.",8
4412,Lil Mama Instructs Us on How to Glow Up Properly,Sometimes the renovation of the self is an outside job. The Glow Up is the path to happiness.,5
4413,"Lil Peep, Rapper Who Blended Hip-Hop and Emo, Is Dead at 21",Gustav Ahr was a bright young musical talent who built a rabid following online with songs recorded in a bedroom on Skid Row in Los Angeles.,7
4414,"Liliane Bettencourt, L’Oréal Heiress Vexed by Swindling Case, Is Dead at 94","Mrs. Bettencourt, ranked as the world’s richest women, tried to live down her family’s fascist associations, and her final years were overtaken by scandal.",2
4415,Limit on 401(k) Savings? It’s About Paying for Tax Cuts,"“This is not a retirement security story,” a tax expert says. It’s about finding revenue to pay for reductions in business taxes sooner rather than later.",5
4416,Lin-Manuel Miranda Excoriates Trump for His Tweets About San Juan’s Mayor,"The “Hamilton” creator, who has family in Puerto Rico, told the president he was going “straight to hell.”",5
4417,Lin-Manuel Miranda Gathers All-Star Latin Artists for Hurricane Relief,"The “Hamilton” mastermind, who recently went after President Trump over Puerto Rico, discusses the making of his new charity single, “Almost Like Praying.”",4
4418,Lincoln Center Scraps a $500 Million Geffen Hall Renovation,The center and the New York Philharmonic announced they would seek less dramatic ways to improve a hall they have long wanted to change.,8
4419,Lincoln Center to End Its Namesake Summer Festival,"Jane Moss, who revived the center’s Mostly Mozart festival, will take control of all summer programming with the demise of the Lincoln Center Festival.",8
4420,Linda Lavin: The First Time I Sang in New York. (It Was a Bar Mitzvah),Linda Lavin’s mother gave up a dream. Her daughter lived it.,5
4421,Lindsey Vonn May Get Her Chance to Race Against Men in 2018,"Vonn has long wanted to compete against male skiers, but she may get her best, and last, chance with a request that will be considered by F.I.S. next week.",4
4422,"Lindy Wisotsky, Joshua Dembowitz","The couple met in 2006 while participating in USY on Wheels, a summer trip for teens sponsored by the United Synagogue of Conservative Judaism.",2
4423,Linking Public Works to Local Hiring Faces a Trump Challenge,The administration is reviewing an Obama initiative allowing cities and states to force infrastructure projects to give preference to their residents.,5
4424,"Lisa Bloom, Harvey Weinstein’s Adviser, Criticizes His Behavior Toward Women",Ms. Bloom’s comments came one day after an investigation detailed decades of allegations against the powerful Hollywood producer.,8
4425,"Lisa Krestynick, David Bond","The couple, who met on Tinder, were married in Boston.",8
4426,"Lisa Murkowski, a Swing Vote on Health Care, Isn’t Swayed","The president has chosen to pick on someone who is unlikely to be rattled by his attacks, or by accusations that she has deserted her fellow Republicans.",4
4427,"Lisa Stone, Joshua Grinker",The couple met in 2015 through the dating app OkCupid.,2
4428,"Listen to Bach, Transformed for String Quartet",The Borromeo Quartet will perform selections from its transcription of Bach’s “The Well-Tempered Clavier” on Friday at Carnegie Hall.,5
4429,Listen to ‘Dear Sugars’: Dark Fantasies Part 1 — With Dr. Ian Kerner,"Sexual fantasies can be exciting, but they can also be the source of our deepest shame. In this two-part series, the Sugars read letters from people who want to turn off the thoughts that turn them on.",5
4430,Listen to ‘The Daily’: A Guilty Plea in the Russia Investigation,"Three people have been charged. George Papadopoulos, a former Trump campaign adviser, is the one who may tell the most meaningful story.",5
4431,"Listen to ‘The Daily’: A Hate Crime, or a Wound of War?","A Marine attacked an Iraqi restaurant in Oregon. But what constitutes a hate crime, and how does the legal system treat combat veterans?",3
4432,Listen to ‘The Daily’: A Special Episode for Kids,"Starting next year, girls can decide whether to become a Girl Scout or a Boy Scout. But a handful of girls — kind of secretly — have already made that decision.",5
4433,Listen to ‘The Daily’: A Ticking Clock for DACA,"President Trump challenged Congress to pass legislation to protect undocumented immigrants brought to the U.S. as children. But as time runs out, he has taken the lead.",8
4434,Listen to ‘The Daily’: Al Franken and the Democrats,"The Democratic senator from Minnesota announced that he would resign, even as he denied accusations of sexual misconduct. What does it tell us that his own party pressed him to do it?",5
4435,Listen to ‘The Daily’: America First at the U.N.,"We look at President Trump’s bellicose address to the United Nations General Assembly, and the man who crafted its message.",0
4436,Listen to ‘The Daily’: Big Losses for ISIS,"Its de facto capital is falling and its territory is shrinking. But is the Islamic State losing its war, or starting a new one?",4
4437,Listen to ‘The Daily’: Bill O’Reilly Goes on the Record,"Mr. O’Reilly discussed the sexual harassment allegations that cost him his job, speaking to the two Times journalists that brought them to light.",8
4438,Listen to ‘The Daily’: Disappearing Factory Jobs,How President Trump’s promise of “America First” has met the realities of U.S. manufacturing.,7
4439,Listen to ‘The Daily’: Ending the Individual Mandate,Congress is using the tax bill to kill the Affordable Care Act provision. What does this mean for the future of health care?,0
4440,Listen to ‘The Daily’: Free Speech and Wedding Cake,A Colorado baker refused to bake a wedding cake for a gay couple. The case is now going to the Supreme Court.,5
4441,Listen to ‘The Daily’: Harvey Weinstein’s New Accusers,More women are coming forward to accuse the Hollywood producer of abuses. We talked to one of them.,7
4442,Listen to ‘The Daily’: How Trump Is Reshaping the Judiciary,Republican lawyers and lawmakers are working together to install conservative judges at a rate not seen in decades.,5
4443,Listen to ‘The Daily’: How the Russia Inquiry Began,A low-level adviser to the Trump campaign let something slip over drinks. The result is an investigation that has cast a shadow over President Trump’s first year in office.,8
4444,"Listen to ‘The Daily’: Hurricanes, Humans and Climate Change","As Maria tears apart the Caribbean, leaders in the region say that recent storms have created a humanitarian crisis — and that humans are to blame.",7
4445,Listen to ‘The Daily’: Inside North Korea,The U.S. sees North Korea as a hostile nation that is dangerously deluded and ready for war. But how does North Korea see the U.S.?,5
4446,"Listen to ‘The Daily’: John F. Kelly, and Rohingya Atrocities","A surprise news conference in Washington featured the chief of staff, and a Rohingya survivor told one of our correspondents her story.",7
4447,"Listen to ‘The Daily’: RT, Sputnik and the 2016 Election","The role of the Russian media in the 2016 election, and why the Kremlin’s information war is harder to stop than shadowy hackers.",5
4448,Listen to ‘The Daily’: Rex Tillerson’s State Department,"In just a few months, the secretary of state has fired or driven out many of the country’s most experienced diplomats.",0
4449,Listen to ‘The Daily’: Roy Moore and the G.O.P.,The party’s Senate candidate in Alabama has called sexual misconduct accusations against him a Democratic plot. The majority leader urged him to quit.,7
4450,Listen to ‘The Daily’: Rushed Bill Goes Far Beyond Taxation,Republicans are confident that final tax legislation will be sent to President Trump by the end of this month. But there is more to it than a tax overhaul.,1
4451,Listen to ‘The Daily’: Sexual Harassment at Ford,"Decades after the company tried to tackle sexual misconduct at two plants, new allegations of abuse raise questions about the possibility of change.",7
4452,Listen to ‘The Daily’: Sexual Harassment in Hollywood,We talk to the Times reporters who found three decades of allegations against the Hollywood producer Harvey Weinstein.,5
4453,Listen to ‘The Daily’: Steve Bannon’s War,"Mr. Bannon, a former Trump adviser, discusses the future of the Republican Party, white nationalism and more in an interview with The Times.",5
4454,Listen to ‘The Daily’: The Alabama Senate Race,"One day before the polls open, many are asking whether voters will find it harder to support Roy Moore or a Democrat.",5
4455,Listen to ‘The Daily’: The Ambush in Niger,A back-and-forth between President Trump and the widow of a U.S. soldier killed in Niger has figured heavily in the news. But what actually happened?,7
4456,Listen to ‘The Daily’: The Pentagon’s U.F.O. Program,"The shadowy effort began in 2007 and studied, among other things, videos of encounters between unknown objects and American military aircraft.",5
4457,Listen to ‘The Daily’: The Tax Bill and Trickle-Down Economics,"The House speaker, Paul D. Ryan, says the Republican plans would help the middle class. But that assumes that savings for the wealthy would percolate through the system.",8
4458,Listen to ‘The Daily’: The Tax Bill’s $1 Trillion Problem,"A trillion-dollar problem delayed a vote on the Republican tax bill, and the White House has an elaborate transition plan.",5
4459,Listen to ‘The Daily’: The Texas Church Shooting,At least 26 people were killed during morning services at the First Baptist Church in Sutherland Springs — 7 percent of the town’s population.,7
4460,Listen to ‘The Daily’: The Trump Dossier,"We look at the origins of the research into President Trump’s connections to Moscow, and Mr. Trump’s top lawyer discusses the Russia investigation.",5
4461,Listen to ‘The Daily’: The Unpaid Price of Civilian Casualties,The American government has yet to compensate any of the families of the thousands of civilian casualties from the U.S.-led battle against ISIS. Why?,7
4462,Listen to ‘The Daily’: Toxic Chemicals at the E.P.A.,"A story of regulatory policy changes under President Trump, as told by the shifting powers of two women.",5
4463,Listen to ‘The Daily’: Trump vs. Bannon,"Stephen Bannon, President Trump’s former chief strategist, disparaged Mr. Trump and his children in a forthcoming book. The president responded, “He not only lost his job, he lost his mind.”",5
4464,"Listen to ‘The Daily’: Trump, Taxes and Twitter",We look at President Trump’s role in the Republican tax plan and at the furor he set off by sharing extremist videos.,3
4465,Listen to ‘The Daily’: Trump’s New Prom Date: Democrats,We talk with Glenn Thrush and Senator Chuck Schumer about the president’s surprising new alliance with the other party.,5
4466,Listen to ‘The Daily’: U.S. Ends Protections for Salvadorans,The Trump administration has said that hundreds of thousands of people who were granted temporary protection from deportation in 2001 must leave.,7
4467,Listen to ‘The Daily’: What We Know About Kim Jong-un,"He loves Whitney Houston, the Chicago Bulls and intercontinental ballistic missiles: a profile of the 33-year-old dictator of North Korea.",5
4468,Listen to ‘The Daily’: What’s Going On at the Consumer Financial Protection Bureau?,We look at the messy public fight for control of the government’s top consumer financial watchdog and at the deregulatory pressures it faces.,5
4469,Live Event: A Taste of Toronto,"Join us on Jan. 15 for an event with Sam Sifton, The Times’s food editor, and a handful of Toronto’s Syrian chefs and restaurateurs.",5
4470,"Live Nation Settles Suit With Ticketing Start-Up, Buying Its Assets",The concert business giant announced that it settled with Songkick for $110 million and an additional undisclosed sum to acquire the company’s technology assets and patents.,8
4471,Lives at Risk Inside a Senior Complex in Puerto Rico With No Power,Conditions at the largest housing project for low-income seniors on the hurricane-ravaged island illustrate a health crisis for the most vulnerable.,7
4472,Living In and Trying to Sell a Frank Lloyd Wright House,"A house by Frank Lloyd Wright is instantly recognizable, but what does it take to market, sell or even live in something designed by him.",5
4473,"Living on His Own for the First Time, With a Soundtrack of Heavy Metal","Jonathan Lewis, 26, who has a mild intellectual disability, is adjusting to his new Brooklyn apartment, where he lives alone but gets some assistance.",5
4474,"Living to Modernize Afghanistan, and Meeting a Grim End","Among the people killed in a Taliban bombing in Kabul was Najiba Hussaini, who returned from studies in India and Japan to help modernize the government.",7
4475,"Living, Loving and Dying in Church","In Sutherland Springs, Tex., the site of the horrific shooting on Sunday, church, in all its various forms, is the center of the community.",7
4476,"Liza Bruno, Dylan Perry","The couple met at a friend’s birthday party in 2010. The bride said no to a dance request, but yes to a date after receiving a follow-up voice mail.",2
4477,"Liza Reynolds, Justin Merolla","The couple met on the first day of orientation at Columbia, just as the groom’s parents met on their first day of orientation at Harvard.",8
4478,Lobbyist at Trump Campaign Meeting Has a Web of Russian Connections,"Rinat Akhmetshin, a Russian-born Washington gadfly, has often promoted causes that benefited President Vladimir V. Putin of Russia and his allies.",3
4479,Lobbyists Ask for Votes. Some Lawmakers Want Much More.,"In state legislatures, women lobbyists whose jobs depend on access and influence are especially vulnerable to sexual harassment.",8
4480,Local Issues Dominate New York City Council Elections,"Gentrification, development and homelessness were often the focus of the contests for 10 open seats and the 10 with embattled incumbents.",4
